codpro;Provincia;departamentos;codmun;Municipio;IPU;grupo;clase;Bogotá, D.C.;Medellín;Barranquilla;Cali;Cúcuta;Cartagena;Manizales;Pereira;Bucaramanga;Armenia;Santa Marta;Villavicencio;Ibagué;Sincelejo;Mosquera;San Andrés;Valledupar;Zipaquirá;Montería;Sabanalarga;Neiva;Pasto;Girardot;Tuluá;Cartago;Tunja;Buenaventura;Sogamoso;Barrancabermeja;Fusagasugá;Popayán;Rionegro;Magangué;Aguachica;Florencia;Chiquinquirá;Yopal;Riohacha;La Dorada;Campo de La Cruz;Sevilla;Apartadó;Fonseca;El Carmen de Bolívar;Quibdó;Mariquita;Ocaña;Pamplona;Caucasia;Santander de Quilichao;Arauca;Lorica;Fundación;Bosconia;Montelíbano;Plato;Melgar;La Jagua de Ibirico;Anserma;San Gil;Juan de Acosta;Ipiales;Pitalito;Sahagún;Santiago de Tolú;Saravena;Villa de San Diego de Ubate;Puerto Boyacá;El Banco;Leticia;San Andrés de Tumaco;Providencia;Garzón;Andes;Granada;Puerto Asís;Líbano;Yarumal;Segovia;Aguadas;Tierralta;Mompós;Jericó;Mocoa;Pivijay;Riosucio;La Plata;San Marcos;Socorro;Villeta;Guamo;La Mesa;Málaga;Istmina;San Pablo;Garagoa;Barbosa;Manzanares;Sonsón;Chocontá;Moniquirá;Urrao;San Rafael;Santafé de Antioquia;Puerto Carreño;Belén de Umbría;Chaparral;Paz de Ariporo;Chinácota;Guaduas;Tibú;San José del Guaviare;Puerto Gaitán;La Unión;Pacho;Soatá;Túquerres;San Martín de Loba;San Vicente del Caguán;Caqueza;Cimitarra;Majagual;San Bernardo del Viento;Olaya Herrera;Miraflores;Barranca de Upía;Belén;Muzo;Barbacoas;Guasca;Patía;Ramiriquí;Guapi;Dabeiba;Riosucio;Salazar;Puerto Rondón;Bahía Solano;San Juan de Río Seco;Inírida;Achí;El Cocuy;Manaure;Silvia;Bajo Baudó;Curillo;Mitú;Leguízamo;Labranzagrande;La Primavera
20;Bajo Cauca;Antioquia;5154;Caucasia;44,01646741;Intermedia;Cercana a Urbana;;;;;;;;;;;;;;11885;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2504;18804;;;;;;;;9896;13904;;;;;;;;;;;;;12447;14417;;9413;21410;;;;;;8768;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13911;11862;;;;;;;;;;;;;;;;;;14588;;;;;;;;;
460;Norte;Cauca;19698;Santander de Quilichao;43,20594276;Intermedia;Perimetropolitana;;;;4365;;;18425;14489;;12989;;;21134;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16991;;;;;;;;;;;;;;;;;;;;;;;;;;;19873;19018;;;;;;;;;;;;;;;;;;;16613;;;;;;;;;;;;;;;;;;;;;;;;;15242;;;;;;;;;;;;;5997;;;;;;
111;Río Arauca;Arauca;81001;Arauca;42,57808077;Intermedia;Alejada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13035;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16708;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15881;;;;;;;;;;;;;
600;Bajo Sinú;Córdoba ;23417;Lorica;42,29484801;Intermedia;Periurbana;;;18609;;;11998;;;;;;;;5224;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20107;9384;13207;;;;;16896;;;6065;4052;;;;21327;;;;;;;;;;;;7828;15813;;;;;;8041;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13185;2046;;;;;;;;;;;;;;;;;;13958;;;;;;;;;
900;Norte;Magdalena;47288;Fundación;41,96383708;Rural;Periurbana;;;9989;;;17651;;;;;6551;;;19082;;;9622;;;12503;;;;;;;;;;;;;13230;16582;;;;15535;;13634;;;14062;14809;;;21124;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
510;Noroccidente;Cesar;20060;Bosconia;41,95745659;Rural;Cercana a Urbana;;;13479;;;17799;;;;;10041;;;14766;;;5651;;;15992;;;;;;;;;;;;;8915;12494;;;;17380;;15362;;;10091;10493;;;17035;;;;;20107;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
640;San Jorge;Córdoba ;23466;Montelíbano;41,89640569;Rural;Cercana a Urbana;;;;;;21108;;;;;;;;11344;;;;;6537;;;;;;;;;;;;;;16577;;;;;;;20290;;19948;;15426;;;;;2504;;;9384;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
890;Centro;Magdalena;47555;Plato;41,79101311;Rural;Cercana a Urbana;;;14384;;;10899;;;;;17378;;;7867;;;12990;;14736;11044;;;;;;;;;;;;;9092;19849;;;;;;8462;;;17430;3594;;;;;18804;;;13207;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1300;Oriente;Tolima;73449;Melgar;41,78193039;Rural;Periurbana;10215;;;;;;20947;18045;;15508;;17297;5458;;8485;;;13260;;;11501;;2088;20939;19759;17440;;21341;;4106;;;;;;19605;;;10372;;19265;;;;;9378;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
500;Centro;Cesar;20400;La Jagua de Ibirico;41,5389533;Rural;Cercana a Intermedia;;;19046;;;;;;21296;;15608;;;20530;;;7149;;;21560;;;;;;;;;18989;;;;14679;9790;;;;17808;;21126;;;10519;16257;;;14331;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
390;Bajo Occidente;Caldas;17042;Anserma;41,04157924;Rural;Periurbana;;18131;;15012;;;6847;5776;;8404;;;15671;;;;;;;;;;19092;9650;5222;;18591;;;;;20080;;;;;;;20763;;10946;;;;;17318;;;;16991;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1200;Guanentá;Santander;68679;San Gil;40,8095916;Rural;Cercana a Urbana;;;;;;;;;10324;;;;;;;;;19500;;;;;;;;13945;;17781;17606;;;;;;;12800;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
160;Occidente;Atlántico;8372;Juan de Acosta;40,2898659;Rural;Perimetropolitana;;;4074;;;6064;;;;;10453;;;15170;;;21250;;20938;3058;;;;;;;;;;;;;16965;;;;;19437;;5618;;;;10563;;;;;;;;16896;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1020;Sur;Nariño;52356;Ipiales;39,97357182;Rural;Cercana a Intermedia;;;;;;;;;;;;;;;;;;;;;;5896;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
860;Sur;Huila;41551;Pitalito;39,68197943;Rural;Cercana a Intermedia;;;;;;;;;;;;;;;;;;;;;13409;;;;;;;;;;16246;;;;10409;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
630;Sabanas;Córdoba ;23660;Sahagún;39,64664456;Rural;Periurbana;;;18275;;;13180;;;;;;;;3406;;;;;5828;14935;;;;;;;;;;;;;8639;;;;;;;12353;;18601;;7488;;;;;9896;;;6065;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1260;Morrosquillo;Sucre;70820;Santiago de Tolú;39,09280479;Rural;Periurbana;;;15108;;;8496;;;;;20236;;;2935;;;;;8093;11768;;;;;;;;;;;;;9106;;;;;;;9186;;19750;;7954;;;;;13904;;;4052;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
112;Occidente;Boyacá, Arauca;81736;Saravena;39,09074353;Rural;Cercana a Intermedia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15556;;;;;;;;;;;;;;13035;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
800;Ubaté;Cundinamarca;25843;Villa de San Diego de Ubate;38,98228644;Rural;Perimetropolitana;6265;;;;;;;;;;;17402;20281;;8829;;;3696;;;;;16492;;;8638;;12539;;13068;;;;;;4096;;;19573;;;;;;;19893;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;Magdalena Medio;Antioquia, Boyacá;15572;Puerto Boyacá;38,26354798;Rural;Cercana a Intermedia;20086;17090;;;;;19105;;17244;;;;15455;;17462;;;19842;;;;;13294;;;;;;11026;17928;;14539;;18650;;20702;;;4279;;;;;;;7449;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
930;Sur;Magdalena;47245;El Banco;37,97555895;Rural;Cercana a Intermedia;;;;;;;;;18073;;18350;;;15986;;;13871;;;;;;;;;;;;15767;;;;9918;6567;;;;;;21484;;;18312;16619;;;11109;;;;;21327;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;Leticia;Amazonas;91001;Leticia;37,8097941;Rural;Aislada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1001;Tumaco;Nariño;52835;San Andrés de Tumaco;37,77267187;Rural;Alejada;;;;;;;;;;;;;;;;;;;;;;18705;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
122;Providencia;Archipiélago de San Andrés;88564;Providencia;37,61776443;Rural;Insular;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
830;Centro;Huila;41298;Garzón;37,25643087;Rural;Cercana a Intermedia;;;;;;;;;;;;;19569;;;;;;;;8436;;18380;;;;;;;;21156;;;;9685;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80;Suroeste;Antioquia;5034;Andes;36,74951917;Rural;Cercana a Metropolitana;;10397;;;;;16368;17649;;21119;;;;;;;;;;;;;;;18231;;;;;;;12345;;;;;;;;;;;;;16551;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
940;Ariari;Meta;50313;Granada;36,67164851;Rural;Periurbana;16979;;;;;;;;;;;6544;;;18294;;;19947;;;;;;;;;;;;20084;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1092;Orito Ingi Ande;Putumayo;86568;Puerto Asís;36,0273916;Rural;Alejada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1340;Nevados;Tolima;73411;Líbano;35,58685412;Rural;Cercana a Urbana;16502;;;;;;16551;20470;;19035;;;8984;;14666;;;18896;;;18287;;9189;;;;;;;13823;;;;;;;;;8529;;;;;;;5011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50;Norte;Antioquia;5887;Yarumal;34,96817435;Rural;Cercana a Metropolitana;;9995;;;;;;;;;;;;;;;;;18909;;;;;;;;;;;;;11723;;;;;;;;;;;;;;;;;12447;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40;Nordeste;Antioquia;5736;Segovia;34,83513307;Rural;Cercana a Metropolitana;;15197;;;;;;;;;;;;;;;;;20869;;;;;;;;;;;;;16925;;;;;;;;;;;;;;;;;14417;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
410;Norte;Caldas;17013;Aguadas;34,68237653;Rural;Cercana a Metropolitana;;13392;;;;;13571;16996;;20466;;;;;;;;;;;;;;;17500;;;;;;;15341;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
590;Alto Sinú;Córdoba ;23807;Tierralta;34,61143444;Rural;Cercana a Urbana;;;;;;19826;;;;;;;;11168;;;;;4897;;;;;;;;;;;;;;16401;;;;;;;20115;;13306;;15250;;;;;9413;;;7828;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
180;Depresión Momposina;Bolívar;13468;Mompós;34,55780829;Rural;Cercana a Urbana;;;;;;18407;;;;;18661;;;10472;;;14272;;17342;18552;;;;;;;;;21232;;;;4404;12033;;;;;;15970;;;18712;11105;;;16574;;21410;;;15813;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
82;Cartama;Antioquia;5368;Jericó;34,42695065;Rural;Cercana a Metropolitana;;5522;;;;;13696;14977;;18447;;;;;;;;;;;;;;20961;16533;;;;;;;11903;;;;;;;;;;;;;18477;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1091;Piedemonte;Putumayo;86001;Mocoa;34,30783348;Rural;Alejada;;;;;;;;;;;;;;;;;;;;;;18281;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
910;Río;Magdalena;47551;Pivijay;34,1278488;Rural;Cercana a Metropolitana;;;9887;;;17548;;;;;10628;;;19212;;;13776;;;12400;;;;;;;;;;;;;17385;20736;;;;19611;;13532;;;18217;14939;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
370;Alto Occidente;Caldas;17614;Riosucio;33,95987041;Rural;Cercana a Urbana;;15178;;17894;;;8464;8658;;11286;;;18553;;;;;;;;;;;12532;8104;;21473;;;;;17126;;;;;;;;;13828;;;;;18935;;;;19873;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
850;Occidente;Huila;41396;La Plata;33,94176428;Rural;Cercana a Intermedia;;;;;;;;;;;;;19555;;;;;;;;8422;;18366;;;;;;;;15460;;;;14551;;;;;;;;;;;;;;;19018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1280;San Jorge;Sucre;70708;San Marcos;33,78447995;Rural;Periurbana;;;;;;17025;;;;;;;;7250;;;;;7347;18779;;;;;;;;;;;;;12483;;;;;;;16197;;20120;;11332;;;;;8768;;;8041;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1180;Comunera;Santander;68755;Socorro;33,59835818;Rural;Cercana a Urbana;19926;;;;;;;;12470;;;;;;;;;17597;;;;;;;;12042;;15878;19752;;;;;;;10897;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
690;Gualivá;Cundinamarca;25875;Villeta;33,42196326;Rural;Cercana a Metropolitana;9479;;;;;;20018;;;;;18559;15694;;7644;;;9416;;;;;13328;;;14051;;17953;20682;11882;;;;;;15990;;;8042;;;;;;;8362;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1330;Suroriente;Tolima;73319;Guamo;33,4195557;Rural;Periurbana;13808;;;;;;21542;17429;;14892;;20891;4842;;11843;;;16389;;;7973;;3761;20352;19172;20797;;;;7468;;;;;;;;;10967;;18649;;;;;9972;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
790;Tequendama;Cundinamarca;25386;La Mesa;33,38426775;Rural;Perimetropolitana;6688;;;;;;;21562;;19024;;14921;8974;;4258;;;9032;;;15488;;4874;;;13667;;17569;;7031;;;;;;15606;;;12970;;;;;;;11975;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1190;García Rovira;Santander;68432;Málaga;32,8295113;Rural;Cercana a Urbana;;;;;19332;;;;18733;;;;;;;;;;;;;;;;;17907;;16131;;;;;;;;;;;;;;;;;;;;12853;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
580;San Juan;Chocó;27361;Istmina;32,4290855;Rural;Cercana a Intermedia;;;;;;;;18473;;21101;;;;;;;;;;;;;;;17679;;;;;;;;;;;;;;;;;;;;6332;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210;Magdalena Medio;Bolívar;13670;San Pablo;31,85415579;Rural;Aislada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
290;Neira;Boyacá;15299;Garagoa;31,24808422;Rural;Cercana a Metropolitana;10344;;;;;;;;;;;19622;;;13067;;;9837;;;;;20730;;;9411;;13312;;17088;;;;;;15236;18180;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1231;Vélez Sur;Santander;68077;Barbosa;30,86547556;Rural;Cercana a Metropolitana;13184;;;;;;;;19348;;;;;;15907;;;10682;;;;;;;;5300;;9137;18098;19928;;;;;;3982;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
380;Alto Oriente;Caldas;17433;Manzanares;30,74998912;Rural;Cercana a Urbana;;;;;;;11094;15012;;18482;;;14958;;20581;;;;;;;;15104;21415;16987;;;;;19775;;;;;;;;;9701;;;;;;;7194;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71;La Paz;Antioquia;5756;Sonsón;29,97620508;Rural;Cercana a Metropolitana;;10741;;;;;20687;;;;;;;;;;;;;;;;;;;;;;;;;7995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
660;Almeidas;Cundinamarca;25183;Chocontá;29,73620831;Rural;Perimetropolitana;4533;;;;;;;;;;;15669;18548;;7255;;;4026;;;;;14918;;;3814;;7715;;11494;;;;;;9199;;;17999;;;;;;;18319;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
330;Ricaurte;Boyacá;15469;Moniquirá;29,61950136;Rural;Cercana a Metropolitana;12409;;;;;;;;20349;;;;;;15131;;;11646;;;;;;;;4524;;8361;19061;19153;;;;;;4945;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
81;Penderisco-Sinifaná;Antioquia;5847;Urrao;29,34017439;Rural;Cercana a Metropolitana;;15541;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17490;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
72;Embalses;Antioquia;5667;San Rafael;28,93603205;Rural;Cercana a Metropolitana;;9477;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6927;;;;;;;17185;;;;;;;20355;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60;Occidente;Antioquia;5042;Santafé de Antioquia;28,88275106;Rural;Perimetropolitana;;7169;;;;;17900;19182;;;;;;;;;;;;;;;;;19763;;;;;;;10019;;;;;;;;;;;;;19861;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1411;Puerto Carreno;Vichada;99001;Puerto Carreño;28,02387091;Rural;Alejada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1160;Vertiente Occidente;Risaralda;66088;Belén de Umbría;28,00713693;Rural;Periurbana;;19946;;14634;;;8481;5398;;8026;;;15293;;;;;;;;;;18714;9272;4844;;18213;;;;;;;;;;;;;;10568;;;;20652;18952;;;;16613;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1310;Sur;Tolima;73168;Chaparral;27,97102866;Rural;Cercana a Urbana;20333;;;;;;;;;21417;;;11366;;18446;;;;;;13671;;10177;;;;;;;14071;;;;;;;;;17382;;;;;;;16388;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
442;Llanura;Casanare;85250;Paz de Ariporo;27,5944424;Rural;Cercana a Intermedia;;;;;;;;;;;;;;;;;;;;;;;;;;;;19297;;;;;;;;;5916;;;;;;;;;;;;;;16708;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1080;Suroriente;Norte de Santander;54172;Chinácota;27,50968842;Rural;Periurbana;;;;;3681;;;;16874;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21280;5135;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
